facilityId,facilityName,state,lat,lon,primaryFuel
6055,Big Cajun 2,LA,30.7261,-91.3669,Coal
6058,Cascade Creek,MN,44.0322,-92.4908,Pipeline Natural Gas
6061,R D Morrow Senior Generating Plant,MS,31.2194,-89.3933,Pipeline Natural Gas
6063,Electrifarm,IA,42.4407,-92.4205,Pipeline Natural Gas
6064,Nearman Creek,KS,39.1714,-94.6958,Coal
6065,Iatan,MO,39.4472,-94.98,Coal
6068,Jeffrey Energy Center,KS,39.2825,-96.1153,Coal
6071,Trimble County,KY,38.5847,-85.4117,Pipeline Natural Gas
6073,Daniel Electric Generating Plant,MS,30.5335,-88.5574,Pipeline Natural Gas
6074,Greenwood Energy Center,MO,38.8615,-94.2982,Pipeline Natural Gas
6076,Colstrip,MT,45.8831,-106.614,Coal
6077,Gerald Gentleman Station,NE,41.0808,-101.1408,Coal
6081,Stony Brook Energy Center,MA,42.1977,-72.5103,Diesel Oil
6082,Somerset Operating Company  (Kintigh),NY,43.3561,-78.6039,Coal
6085,R M Schahfer Generating Station,IN,41.2175,-87.0239,Coal
6089,Lewis & Clark,MT,47.6788,-104.1569,Coal
6090,Sherburne County,MN,45.3792,-93.8958,Coal
6094,Bruce Mansfield,PA,40.6344,-80.42,Coal
6095,Sooner,OK,36.4537,-97.0527,Coal
6096,Nebraska City Station,NE,40.6215,-95.7765,Coal
6098,Big Stone,SD,45.3047,-96.5103,Coal
6101,Wyodak,WY,44.2886,-105.3847,Coal
6106,Boardman,OR,45.6933,-119.8056,Coal
6112,Fort St. Vrain,CO,40.2461,-104.8742,Pipeline Natural Gas
6113,Gibson,IN,38.3722,-87.7661,Coal
6124,McIntosh (6124),GA,32.3558,-81.1683,Pipeline Natural Gas
6136,Gibbons Creek Steam Electric Station,TX,30.6167,-96.0778,Coal
6137,A B Brown Generating Station,IN,37.9053,-87.715,Pipeline Natural Gas
6138,Flint Creek Power Plant,AR,36.2561,-94.5241,Coal
6139,Welsh Power Plant,TX,33.0583,-94.844,Coal
6146,Martin Lake,TX,32.2597,-94.5703,Coal
6155,Rush Island,MO,38.1306,-90.2625,Coal
6156,New Haven Harbor,CT,41.2836,-72.9042,Diesel Oil
6165,Hunter,UT,39.1747,-111.0289,Coal
6166,Rockport,IN,37.9256,-87.0372,Coal
6177,Coronado Generating Station,AZ,34.5778,-109.2717,Coal
6178,Coleto Creek,TX,28.7128,-97.2142,Coal
6179,Sam Seymour,TX,29.9172,-96.7506,Coal
6180,Oak Grove,TX,31.185,-96.4853,Coal
6181,J T Deely,TX,29.3072,-98.3228,Coal
6183,San Miguel,TX,28.7044,-98.4781,Coal
6190,Brame Energy Center,LA,31.395,-92.7167,Petroleum Coke
6193,Harrington Station,TX,35.2972,-101.7475,"Coal, Pipeline Natural Gas"
6194,Tolk Station,TX,34.1847,-102.5686,Coal
6195,John Twitty Energy Center,MO,37.1519,-93.3892,Pipeline Natural Gas
6204,Laramie River,WY,42.1103,-104.8828,Coal
6213,Merom,IN,39.0694,-87.5108,Coal
6223,Empire District Elec Co Energy Ctr,MO,37.1385,-94.1041,Pipeline Natural Gas
6243,Roland C. Dansby Power Plant,TX,30.7217,-96.4599,Pipeline Natural Gas
6248,Pawnee,CO,40.2217,-103.6803,"Coal, Natural Gas"
6249,Winyah,SC,33.3303,-79.3611,Coal
6250,Mayo,NC,36.5278,-78.8917,Coal
6253,Germantown Power Plant,WI,43.1952,-88.1496,Diesel Oil
6254,Ottumwa,IA,41.0961,-92.5556,Coal
6257,Scherer,GA,33.0583,-83.8072,Coal
6258,Allen B Wilson Combustion Turbine Plant,GA,33.138,-81.748,Diesel Oil
6264,Mountaineer (1301),WV,38.9794,-81.9344,Diesel Oil
6288,Healy Power Plant,AK,63.8542,-148.95,Coal
6358,Hutchinson - Plant 2,MN,44.8889,-94.35,Pipeline Natural Gas
6373,Rokeby,NE,40.7316,-96.7364,Pipeline Natural Gas
6463,Dayton Avenue Substation,IA,42.0269,-93.5828,Diesel Oil
6469,Antelope Valley,ND,47.3714,-101.8344,Coal
6481,Intermountain,UT,39.5035,-112.5811,Pipeline Natural Gas
6584,Stock Island,FL,24.5636,-81.7342,Diesel Oil
6635,Alfred L Pierce Generating Station,CT,41.4485,-72.834,Pipeline Natural Gas
6639,R D Green,KY,37.6467,-87.5006,Pipeline Natural Gas
6641,Independence,AR,35.6733,-91.4083,Coal
6650,Mexico,MO,39.1481,-91.8306,Diesel Oil
6651,Moberly,MO,39.4244,-92.4837,Diesel Oil
6652,Moreau,MO,38.5553,-92.102,Diesel Oil
6664,Louisa,IA,41.3153,-91.0936,Coal
6705,Alcoa Allowance Management Inc,IN,37.915,-87.3328,Coal
6741,Rock Lake Station,MN,45.8054,-92.9718,Diesel Oil
6761,Rawhide Energy Station,CO,40.8611,-105.0206,Pipeline Natural Gas
6768,Sikeston,MO,36.8791,-89.6209,Coal
6772,Hugo,OK,34.0158,-95.3206,Coal
6776,West Station,NJ,39.4903,-75.0486,Diesel Oil
6823,D B Wilson,KY,37.4497,-87.0803,Coal
6824,St. Bonifacius Station,MN,44.905,-93.821,Diesel Oil
7013,East 12th Street,KS,37.2376,-96.9619,Pipeline Natural Gas
7030,Twin Oaks,TX,31.0932,-96.6965,Coal
7032,Gravel Neck Combustion Turbine,VA,37.1575,-76.6911,Pipeline Natural Gas
7063,McIntosh (7063),AL,31.2546,-88.0299,Pipeline Natural Gas
7082,Harry Allen,NV,36.425,-114.9,Pipeline Natural Gas
7097,J K Spruce,TX,29.3091,-98.3205,Coal
7138,Forked River Power,NJ,39.8154,-74.2098,Diesel Oil
7145,Pleasant Hill Energy Center,IA,41.5572,-93.5242,Pipeline Natural Gas
7146,Wading River Facility,NY,40.9569,-72.8774,Diesel Oil
7153,Hay Road,DE,39.7436,-75.5072,Pipeline Natural Gas
7155,Lime Creek,IA,43.2481,-93.2046,Diesel Oil
7158,Woodsdale,OH,39.4492,-84.4611,Pipeline Natural Gas
7159,Concord,WI,43.1669,-88.69,Pipeline Natural Gas
7203,South Fond Du Lac,WI,43.7353,-88.4968,Pipeline Natural Gas
7210,Cope Station,SC,33.3642,-81.03,Pipeline Natural Gas
7212,Darbytown Combustion Turbine,VA,37.4978,-77.368,Pipeline Natural Gas
7213,Clover Power Station,VA,36.8692,-78.7046,Coal
7237,Angus Anson,SD,43.6033,-96.6369,Pipeline Natural Gas
7238,Cane Island,FL,28.2764,-81.533,Pipeline Natural Gas
7242,Polk,FL,27.7286,-81.9897,Pipeline Natural Gas
7254,Reedy Creek Central Energy Plant,FL,28.4272,-81.5803,Pipeline Natural Gas
7258,48th Street Peaking Station,MI,42.7553,-86.0853,Pipeline Natural Gas
7266,Woodland Generation Station,CA,37.6528,-121.0172,Pipeline Natural Gas
7270,Paris,WI,42.6658,-88.0131,Pipeline Natural Gas
7277,Lincoln Combustion Turbine,NC,35.4317,-81.0347,Diesel Oil
7288,Sherman Avenue,NJ,39.451,-75.0578,Pipeline Natural Gas
7296,State Line (MO),MO,37.0659,-94.614,Pipeline Natural Gas
7302,Hines Energy Complex,FL,27.7886,-81.8694,Pipeline Natural Gas
7307,Redding Power Plant,CA,40.5083,-122.4253,Pipeline Natural Gas
7314,Richard M Flynn (Holtsville),NY,40.8153,-73.0644,Pipeline Natural Gas
7315,Almond Power Plant,CA,37.5739,-120.9854,Pipeline Natural Gas
7318,Van Sant,DE,39.15,-75.5466,Pipeline Natural Gas
7325,San Jacinto Steam Electric Station,TX,29.6967,-95.0411,Pipeline Natural Gas
7335,Richmond (IN),IN,39.8383,-84.9665,Pipeline Natural Gas
7336,Anderson,IN,40.0529,-85.7389,Pipeline Natural Gas
7343,George Neal South,IA,42.3022,-96.3622,Coal
7345,University of Florida,FL,29.6397,-82.3486,Pipeline Natural Gas
7348,Robins,GA,32.5806,-83.5831,Pipeline Natural Gas
7350,Coyote Springs,OR,45.8486,-119.6744,Pipeline Natural Gas
7380,Midulla Generating Station,FL,27.6417,-81.9625,Pipeline Natural Gas
7425,Interstate,IL,39.8233,-89.5888,Pipeline Natural Gas
7449,NCPA Combustion Turbine Project #2,CA,38.088,-121.3871,Pipeline Natural Gas
7456,Rathdrum Combustion Turbine Project,ID,47.8034,-116.869,Pipeline Natural Gas
7504,Neil Simpson II,WY,44.2853,-105.3841,Pipeline Natural Gas
7515,McPherson Municipal Power Plant #3,KS,38.3864,-97.61,Pipeline Natural Gas
7527,Carson Power Plant,CA,38.4461,-121.4614,Natural Gas
7551,Procter and Gamble Power Plant,CA,38.5306,-121.399,Pipeline Natural Gas
7552,Campbell Power Plant,CA,38.511,-121.4735,Pipeline Natural Gas
7604,St. Francis Power Plant,MO,36.5852,-90.1779,Pipeline Natural Gas
7605,River Road,WA,45.65,-122.7231,Natural Gas
7693,Anaheim Combustion Turbine,CA,33.8539,-117.8561,Pipeline Natural Gas
7697,Washington County Cogen (Olin),AL,31.2642,-88.0027,Pipeline Natural Gas
7698,SABIC Innovative Plastics - Burkville,AL,32.3102,-86.5242,Pipeline Natural Gas
7699,Tiger Bay,FL,27.7447,-81.85,Pipeline Natural Gas
7701,Fairless Hills Generating Station,PA,40.1405,-74.7506,Other Gas
7710,Plant H. Allen Franklin,AL,32.6094,-85.0961,Pipeline Natural Gas
7721,Theodore Cogeneration,AL,30.5248,-88.1289,Pipeline Natural Gas
7737,"WestRock Charleston Kraft, LLC",SC,32.8994,-79.9694,Natural Gas
7749,Essex Power Plant,MO,36.8678,-89.8397,Pipeline Natural Gas
7754,Nodaway Power Plant,MO,40.2877,-94.7913,Pipeline Natural Gas
7757,Chouteau Power Plant,OK,36.2206,-95.2756,Pipeline Natural Gas
7759,Georgetown Substation,IN,39.9022,-86.2439,Pipeline Natural Gas
7760,Tilton Power Station,IL,40.1063,-87.6539,Pipeline Natural Gas
7762,Calpine Hidalgo Energy Center,TX,26.3389,-98.1708,Pipeline Natural Gas
7763,Henry County Generating Station,IN,39.9528,-85.5039,Pipeline Natural Gas
7764,MPC Generating,GA,33.8122,-83.6954,Pipeline Natural Gas
7765,Dahlberg (Jackson County),GA,34.0386,-83.3972,Pipeline Natural Gas
7768,Sowega Power Project,GA,31.3869,-84.0814,Pipeline Natural Gas
7782,Omega JV2 Hamilton,OH,39.3528,-84.5183,Pipeline Natural Gas
7783,Omega JV2 Bowling Green,OH,41.3883,-83.6406,Pipeline Natural Gas
7790,Bonanza,UT,40.0864,-109.2844,Coal
7805,Richmond County Plant,NC,34.8422,-79.7444,Natural Gas
7813,Sewell Creek Energy,GA,33.9486,-85.2769,Pipeline Natural Gas
7818,Alsey Station,IL,39.5697,-90.4362,Pipeline Natural Gas
7825,Fulton,AR,33.6094,-93.7924,Pipeline Natural Gas
7826,Plant Rowan County,NC,35.7325,-80.6019,Pipeline Natural Gas
7829,Smarr Energy Facility,GA,32.9856,-83.8464,Pipeline Natural Gas
7834,John S. Rainey Generating Station,SC,34.3477,-82.776,Pipeline Natural Gas
7835,Rock Springs Generating Facility,MD,39.7183,-76.1606,Pipeline Natural Gas
7836,Marsh Run Generation Facility,VA,38.5283,-77.7681,Pipeline Natural Gas
7837,Louisa Generation Facility,VA,38.1181,-78.2139,Pipeline Natural Gas
7838,Remington Combustion Turbine Station,VA,38.5447,-77.7707,Pipeline Natural Gas
7839,Ladysmith Combustion Turbine Sta,VA,38.0725,-77.5141,Pipeline Natural Gas
7842,Freedom Power Project,IL,39.1025,-88.8589,Pipeline Natural Gas
7843,Pleasant Valley Station,MN,43.7997,-92.6819,Pipeline Natural Gas
7844,Minnesota River Station,MN,44.795,-93.5808,Pipeline Natural Gas
7845,Lagoon Creek,TN,35.6578,-89.3964,Pipeline Natural Gas
7846,Brandy Branch,FL,30.3206,-81.9486,Pipeline Natural Gas
7848,Holden Power Plant,MO,38.7538,-93.9983,Pipeline Natural Gas
7858,MEPI GT Facility,IL,37.2175,-88.8658,Pipeline Natural Gas
7863,Elk Mound Generating Station,WI,44.9019,-91.5678,Pipeline Natural Gas
7869,Glenwood Landing Energy Center,NY,40.8275,-73.6478,Pipeline Natural Gas
7870,Encogen Generating Station,WA,48.746,-122.486,Natural Gas
7872,Robert P Mone,OH,40.9297,-84.7392,Pipeline Natural Gas
7873,Bayside Power Station,FL,27.9072,-82.4231,Pipeline Natural Gas
7887,Terry Bundy Generating Station,NE,40.9108,-96.6147,Pipeline Natural Gas
7897,E B Harris Generating Plant,AL,32.3814,-86.5736,Pipeline Natural Gas
7900,Sand Hill Energy Center,TX,30.2091,-97.6139,Pipeline Natural Gas
7902,H W Pirkey Power Plant,TX,32.4607,-94.4852,Coal
7903,McCartney Generating Station,MO,37.2479,-93.1709,Pipeline Natural Gas
7909,Vernon Boulevard,NY,40.7539,-73.9506,Pipeline Natural Gas
7910,23rd and 3rd,NY,40.663,-74.0,Pipeline Natural Gas
7912,Brentwood,NY,40.787,-73.2933,Pipeline Natural Gas
7913,Hell Gate,NY,40.7988,-73.9093,Pipeline Natural Gas
7914,Harlem River Yard,NY,40.7989,-73.9147,Pipeline Natural Gas
7915,North 1st,NY,40.7168,-73.9665,Pipeline Natural Gas
7916,Talbot Energy Facility,GA,32.5892,-84.6917,Pipeline Natural Gas
7917,Chattahoochee Energy Facility,GA,33.407,-85.0387,Pipeline Natural Gas
7925,Lakefield Junction Generating,MN,43.7984,-94.8415,Pipeline Natural Gas
7928,Osawatomie Generating Station,KS,38.5325,-94.9042,Pipeline Natural Gas
7929,West Gardner Generating Station,KS,38.7878,-94.985,Pipeline Natural Gas
7946,Wansley (7946),GA,33.4082,-85.0399,Pipeline Natural Gas
7947,Solway Plant,MN,47.5444,-95.1297,Pipeline Natural Gas
7948,Hoosier Energy Lawrence Co Station,IN,38.8003,-86.4511,Pipeline Natural Gas
7953,Evander Andrews Power Complex,ID,43.1794,-115.7328,Pipeline Natural Gas
7960,Kemper County,MS,32.7976,-88.6057,Pipeline Natural Gas
7962,Warren F. Sam Beasley Pwr Station,DE,39.2798,-75.6246,Pipeline Natural Gas
7964,Peno Creek Energy Center,MO,39.3531,-91.2295,Pipeline Natural Gas
7967,Lordsburg Generating Station,NM,32.3494,-108.6975,Pipeline Natural Gas
7972,Sumpter Plant,MI,42.167,-83.5318,Pipeline Natural Gas
7975,Pyramid Generating Station,NM,32.2363,-108.5494,Pipeline Natural Gas
7981,Mill Creek Combustion Turbine Station,SC,35.1597,-81.4306,Natural Gas
7984,Kalkaska CT Project #1,MI,44.6889,-85.2019,Pipeline Natural Gas
7985,Greater Des Moines Energy Center,IA,41.5563,-93.5283,Pipeline Natural Gas
7987,Lake,CA,34.1775,-118.3147,Pipeline Natural Gas
7988,Silver Creek Generating Plant,MS,31.6004,-89.9468,Pipeline Natural Gas
7989,Sylvarena Generating Plant,MS,31.9842,-89.4131,Pipeline Natural Gas
7991,West Campus Cogeneration Facility,WI,43.0751,-89.4251,Natural Gas
7999,Grays Harbor Energy Center,WA,46.9688,-123.48,Natural Gas
8000,Beatrice,NE,40.3286,-96.8067,Pipeline Natural Gas
8002,Newington,NH,43.0974,-70.7834,Residual Oil
8006,Roseton Generating LLC,NY,41.5711,-73.9747,Pipeline Natural Gas
8007,Holtsville Facility,NY,40.8153,-73.0664,Diesel Oil
8008,Mickleton Energy Center,NJ,39.8139,-75.2508,Pipeline Natural Gas
8012,Croydon Generating Station,PA,40.08,-74.8917,Diesel Oil
8016,Factory Gas Turbine,IL,39.8266,-89.6368,Diesel Oil
8023,Columbia,WI,43.4864,-89.4203,Coal
8027,Blue Lake Generating Plant,MN,44.7855,-93.4315,Pipeline Natural Gas
8029,Sycamore Combustion Turbine,IA,41.6722,-93.6769,Pipeline Natural Gas
8031,Emery Station,IA,43.094,-93.2922,Pipeline Natural Gas
8037,Clifton Station,KS,39.6125,-97.2778,Pipeline Natural Gas
8042,Belews Creek,NC,36.2811,-80.0603,Coal
8048,Anclote,FL,28.1844,-82.7887,Pipeline Natural Gas
8049,Intercession City,FL,28.2628,-81.5486,Pipeline Natural Gas
8053,Pouch Terminal,NY,40.6188,-74.069,Pipeline Natural Gas
8054,Gerald Andrus,MS,33.3503,-91.1181,Pipeline Natural Gas
8056,Waterford 1 & 2,LA,29.9994,-90.4758,Diesel Oil
8059,Comanche (8059),OK,34.5431,-98.3244,Pipeline Natural Gas
8063,Decordova,TX,32.4033,-97.6986,Pipeline Natural Gas
8066,Jim Bridger,WY,41.7378,-108.7875,Coal
8068,Santan,AZ,33.3333,-111.751,Pipeline Natural Gas
8069,Huntington,UT,39.3792,-111.0781,Coal
8102,Gen J M Gavin,OH,38.9347,-82.1158,Diesel Oil
8219,Ray D Nixon,CO,38.6306,-104.7056,Pipeline Natural Gas
8222,Coyote,ND,47.2217,-101.8139,Coal
8223,Springerville Generating Station,AZ,34.3186,-109.1636,Coal
8224,North Valmy,NV,40.8831,-117.1542,Coal
8226,Cheswick,PA,40.5383,-79.7906,Coal
8906,Astoria Generating Station,NY,40.7869,-73.9122,Pipeline Natural Gas
10017,RockTenn West Point Mill,VA,37.5392,-76.8053,Coal
10025,"RED-Rochester, LLC-Eastman Business Park",NY,43.1969,-77.6289,Natural Gas
10029,General Electric Aircraft,MA,42.45,-70.9739,Pipeline Natural Gas
10030,Energy Center Dover LLC,DE,39.1467,-75.5461,Pipeline Natural Gas
10034,"Calpine Gilroy Cogen, LP",CA,37.0001,-121.5367,Pipeline Natural Gas
10043,Logan Generating Plant,NJ,39.7914,-75.4081,Coal
10071,Virginia Renewable Power-Portsmouth LLC,VA,36.8703,-76.3519,Coal
10075,Taconite Harbor Energy Center,MN,47.5314,-90.9111,Coal
10099,Pedricktown Cogeneration Plant,NJ,39.7661,-75.4242,Pipeline Natural Gas
10113,Gilberton Power Company,PA,40.79,-76.1984,Coal Refuse
10143,Colver Green Energy,PA,40.55,-78.8,Coal Refuse
10151,Grant Town Power Plant,WV,39.5611,-80.1642,Coal Refuse
10156,"Fresno Cogeneration Partners, LP",CA,36.6183,-120.1,Pipeline Natural Gas
10169,Carson Cogeneration Company,CA,33.8759,-118.2491,Pipeline Natural Gas
10176,MBTA South Boston Power Facility,MA,42.3414,-71.0311,Other Oil
10190,"Castleton Power, LLC",NY,42.5375,-73.7433,Pipeline Natural Gas
10244,Pixelle Specialty Solutions LLC,OH,39.3265,-82.9744,Natural Gas
10252,"Domtar Paper Co., LLC - Kingsport Mill",TN,36.5489,-82.5667,Pipeline Natural Gas
10294,King City Power Plant,CA,36.225,-121.1278,Pipeline Natural Gas
10298,Air Liquide Bayport Complex,TX,29.6225,-95.0458,Pipeline Natural Gas
10307,Bellingham,MA,42.0925,-71.4833,Pipeline Natural Gas
10308,Sayreville Power LP,NJ,40.439,-74.3444,Pipeline Natural Gas
10328,T B Simon Power Plant,MI,42.7178,-84.4836,Natural Gas
10343,Mt. Carmel Cogeneration,PA,40.8092,-76.4539,Coal Refuse
10349,Yuba City Energy Center,CA,39.1365,-121.6397,Pipeline Natural Gas
10350,Greenleaf One,CA,39.0536,-121.6942,Pipeline Natural Gas
10377,City Point Energy Center,VA,37.2939,-77.2697,Coal
10378,CPI USA North Carolina Southport,NC,33.9444,-78.0125,Wood
10379,CPI USA North Carolina Roxboro,NC,36.435,-78.9619,Wood
10382,NC Renewable Power - Lumberton LLC,NC,34.59,-78.9968,Wood
10384,"Edgecombe Genco, LLC",NC,36.0378,-77.7542,Coal
10398,Cleveland-Cliffs Cleveland Works LLC,OH,41.4739,-81.6728,Process Gas
10405,Kingsburg Cogen Facility,CA,36.547,-119.578,Pipeline Natural Gas
10464,"Black River Generation, LLC",NY,44.0361,-75.7712,Wood
10474,ArcelorMittal USA - Indiana Harbor East,IN,41.68,-87.4264,Process Gas
10525,Craven County Wood Energy,NC,35.1285,-77.17,Wood
10566,Carneys Point,NJ,39.6928,-75.4867,Coal
10567,"Ahlstrom Power Windsor Locks, LLC",CT,41.9227,-72.6255,Pipeline Natural Gas
10603,Ebensburg Power Company,PA,40.455,-78.7472,Coal
10617,"Beaver Falls, LLC",NY,43.8861,-75.4342,Pipeline Natural Gas
10619,Allegany Station No. 133,NY,42.5083,-78.0661,Pipeline Natural Gas
10620,Carthage Energy,NY,43.9842,-75.6225,Pipeline Natural Gas
10621,"Syracuse, LLC",NY,43.0667,-76.2246,Pipeline Natural Gas
10633,Hopewell Cogeneration Facility,VA,37.2914,-77.2821,Pipeline Natural Gas
10641,Cambria Cogen,PA,40.4748,-78.7021,Coal Refuse
10649,Bear Mountain Limited,CA,35.4192,-118.9266,Pipeline Natural Gas
10650,Badger Creek Limited,CA,35.4837,-119.0299,Pipeline Natural Gas
10671,River Valley,OK,35.1931,-94.6458,Coal
10673,AES Hawaii,HI,21.3027,-158.1058,
10678,AES Warrior Run,MD,39.5944,-78.7456,Coal
10682,Brush Power Projects,CO,40.2415,-103.631,Pipeline Natural Gas
10698,"Graphic Packaging International, Inc.",MI,42.3049,-85.5783,Natural Gas
10725,Selkirk Cogen Partners,NY,42.5744,-73.8592,Pipeline Natural Gas
10726,MASSPOWER,MA,42.156,-72.5292,Pipeline Natural Gas
10743,Morgantown Energy Facility,WV,39.6397,-79.9606,Pipeline Natural Gas
10745,Midland Cogeneration Venture,MI,43.5861,-84.2242,Pipeline Natural Gas
10751,"Camden Plant Holding, LLC",NJ,39.9175,-75.1192,Pipeline Natural Gas
10761,Las Vegas Generating Station,NV,36.2317,-115.1235,Pipeline Natural Gas
10771,Hopewell Power Station,VA,37.2969,-77.2833,Wood
10773,Altavista Power Station,VA,37.1183,-79.2726,Wood
10774,Southampton Power Station,VA,36.6525,-76.9953,Wood
10776,E. F. Oxnard Energy Facility,CA,34.1963,-119.1663,Natural Gas
10784,Colstrip Energy Limited Partnership,MT,45.9753,-106.6554,
10788,Chemours Belle Plant,WV,38.2431,-81.556,Natural Gas
10803,AG - Energy,NY,44.7258,-75.4417,Pipeline Natural Gas
10805,"E F Kenilworth, Inc.",NJ,40.6781,-74.2744,Pipeline Natural Gas
10822,Grayling Generating Station,MI,44.6062,-84.6901,Wood
10823,Deer Island Treatment,MA,42.3497,-70.9601,Diesel Oil
10849,Northshore Mining Silver Bay Power,MN,47.286,-91.26,Coal
10865,Archer Daniels Midland Co.,IL,39.8675,-88.885,Pipeline Natural Gas
10866,"BioUrja Renewables - Peoria, IL",IL,40.6776,-89.6069,Pipeline Natural Gas
10867,Tate & Lyle,IL,39.8466,-88.9261,Coal
10870,Hazleton Generation,PA,40.9282,-76.0416,Pipeline Natural Gas
50002,Pittsfield Generating,MA,42.4564,-73.2181,Pipeline Natural Gas
50006,Linden Cogeneration Facility,NJ,40.6322,-74.2156,Pipeline Natural Gas
50030,Nelson Industrial Steam Company,LA,30.2861,-93.2917,Petroleum Coke
50044,McCracken Power House,OH,40.0008,-83.0158,Pipeline Natural Gas
50074,"Marcus Hook 50, L.P.",PA,39.8103,-75.4281,Pipeline Natural Gas
50109,Paris Energy Center,TX,33.6968,-95.5577,Pipeline Natural Gas
50131,Coalinga Cogeneration Facility,CA,36.1807,-120.3885,Pipeline Natural Gas
50137,New Gulf Power Facility,TX,29.2639,-95.8997,Pipeline Natural Gas
50151,UCC South Charleston Plant,WV,38.3688,-81.6786,Natural Gas
50188,International Paper New Bern Mill,NC,35.2081,-77.1242,Pipeline Natural Gas
50240,Purdue University-Wade Utility,IN,40.4172,-86.9117,Natural Gas
50243,Bucksport Generation LLC,ME,44.5739,-68.8033,Natural Gas
50244,Blue Ridge Paper Products Inc.,NC,35.535,-82.8411,Coal
50254,"WestRock Kraft Paper, Roanoke Rapids",NC,36.4769,-77.6414,Coal
50279,PEI Power Corporation,PA,41.4844,-75.5403,Pipeline Natural Gas
50282,Luke Paper Company,MD,39.4722,-79.0575,Pipeline Natural Gas
50292,Bethpage Energy Center,NY,40.7469,-73.4994,Pipeline Natural Gas
50296,Packaging Corporation of America,TN,35.0442,-88.2652,Other Oil
50368,Cornell University Ithaca Campus,NY,42.4428,-76.4764,Pipeline Natural Gas
50385,Newark Bay Cogen,NJ,40.7197,-74.13,Pipeline Natural Gas
50397,Pixelle Specialty Solutions,PA,39.8717,-76.8664,Pipeline Natural Gas
50410,Kimberly-Clark Tissue Company,PA,39.8439,-75.3575,Pipeline Natural Gas
50449,Indeck-Silver Springs Energy Center,NY,42.6544,-78.0772,Pipeline Natural Gas
50450,Indeck-Oswego Energy Center,NY,43.4682,-76.4965,Pipeline Natural Gas
50451,Indeck-Yerkes Energy Center,NY,42.9671,-78.9182,Pipeline Natural Gas
50458,Indeck-Corinth Energy Center,NY,43.25,-73.8125,Pipeline Natural Gas
50463,Procter & Gamble Paper Products,PA,41.573,-76.0426,Pipeline Natural Gas
50472,Covanta Niagara,NY,43.0839,-79.0056,Pipeline Natural Gas
50479,"GP Big Island, LLC",VA,37.534,-79.357,Pipeline Natural Gas
50481,Eastman Chemical Company,TN,36.5192,-82.535,Coal
50491,Axiall Corporation Natrium Plant,WV,39.7475,-80.8547,Coal
50497,"Bayonne Plant Holding, LLC",NJ,40.6553,-74.1124,Pipeline Natural Gas
50498,Capitol District Energy Center,CT,41.7639,-72.6925,Pipeline Natural Gas
50555,Rosemary Power Station,NC,36.4525,-77.6594,Diesel Oil
50558,Frontier Generating Station,OK,35.442,-97.6477,Pipeline Natural Gas
50561,Eagle Point Power Generation,NJ,39.8746,-75.1592,Pipeline Natural Gas
50607,Vicinity Energy Philadelphia- Schuylkill,PA,39.9422,-75.1875,Pipeline Natural Gas
50611,"Rausch Creek Generation, LLC",PA,40.6191,-76.45,Coal
50612,McKittrick Limited,CA,35.3195,-119.662,Pipeline Natural Gas
50625,ExxonMobil Beaumont Refinery,TX,30.0639,-94.0703,Natural Gas
50627,Exxonmobil Oil Corporation,IL,41.4167,-88.1833,Process Gas
50628,Paulsboro Refining Company LLC,NJ,39.84,-75.2583,Process Gas
50707,J M Shafer,CO,40.0979,-104.7745,Pipeline Natural Gas
50729,US Steel (Clairton Coke),PA,40.3097,-79.8819,Other Gas
50732,US Steel (Edgar Thomson),PA,40.3925,-79.8564,Process Gas
50733,US Steel Corp - Gary Works,IN,41.6133,-87.3281,Process Gas
50736,EmpireCo Sterling Energy Facility,CT,41.7132,-71.8223,Tire Derived Fuel
50744,Sterling Power Plant,NY,43.0803,-75.6003,Pipeline Natural Gas
50776,Panther Creek Energy Facility,PA,40.8556,-75.8781,Coal
50799,"EFS Parlin Holdings, LLC",NJ,40.4586,-74.3327,Pipeline Natural Gas
50806,"WestRock CP, LLC Florence Mill",SC,34.1519,-79.5587,Coal
50815,"Odyssey Energy Altura Cogen, LLC",TX,29.8169,-95.1086,Pipeline Natural Gas
50835,TES Filer City Station,MI,44.217,-86.2906,Coal
50852,Elmwood Power LLC,NJ,40.9056,-74.1308,Pipeline Natural Gas
50864,Sargent Canyon Cogen Facility,CA,35.9359,-120.8405,Pipeline Natural Gas
50865,Salinas River Cogeneration Facility,CA,35.9515,-120.8679,Pipeline Natural Gas
50879,Wheelabrator Frackville Energy,PA,40.7817,-76.1781,Coal
50888,Northampton Generating Plant,PA,40.6917,-75.4792,Coal Refuse
50900,WestRock Virginia Corp Covington Ops,VA,37.7997,-79.9946,Natural Gas
50931,Yellowstone Energy Limited Partnership,MT,45.8117,-108.4278,
50949,Hardee Power Station,FL,27.6364,-81.9636,Pipeline Natural Gas
50951,Sunnyside Cogeneration Associates,UT,39.5472,-110.3917,Coal
50956,Resolute Forest Products - Calhoun Ops,TN,35.2964,-84.7569,Pipeline Natural Gas
50974,Scrubgrass Generating Plant,PA,41.2678,-79.8114,Coal
50976,"Indiantown Cogeneration, LP",FL,27.0393,-80.5144,Coal
50978,Carr Street Generating Station,NY,43.0611,-76.0819,Pipeline Natural Gas
51026,Ryegate Associates,VT,44.2131,-72.0572,Wood
51030,Ocean State Power,RI,42.0099,-71.6701,Pipeline Natural Gas
